node_1|node_2|edge|chunk_id
erroneous refund|personal check/money order|If an erroneous refund has been cashed, a personal check or money order should be submitted to the IRS location instead.|2fdf47de3e754deab580ed9e9ae3dae9
personal check/money order|irs location|The personal check or money order should be submitted to the appropriate IRS location based on state of residency.|2fdf47de3e754deab580ed9e9ae3dae9
payment|erroneous refund check|The payment should be labeled as 'Payment of Erroneous Refund' and include additional information about the refund.|2fdf47de3e754deab580ed9e9ae3dae9
refund|irs|was processed by|c124f993efee466586c459b8b58f5e87
automated clearing house (ach)|bank/financial institution|received the direct deposit from|c124f993efee466586c459b8b58f5e87
refund|irs|is being returned to by ACH department|c124f993efee466586c459b8b58f5e87
individual/business|irs|can contact for assistance|c124f993efee466586c459b8b58f5e87
interest|refund|may accrue on the erroneous refund|c124f993efee466586c459b8b58f5e87
notice|address of record|is mailed to|c124f993efee466586c459b8b58f5e87
adjustment|refund amount|explains the change to|c124f993efee466586c459b8b58f5e87
tax|return|The tax return is where you file your taxes and may not pay them in full.|be7f6ccdcf9649dab9ad47b830ae34bf
bill|collection process|If you don't pay your tax in full when you file, you'll receive a bill that starts the collection process.|be7f6ccdcf9649dab9ad47b830ae34bf
account|irs|The IRS is responsible for collecting taxes and managing accounts.|be7f6ccdcf9649dab9ad47b830ae34bf
time/period for collection|irs|The time or period for collection expires when the IRS can no longer legally collect the tax.|be7f6ccdcf9649dab9ad47b830ae34bf
letter|balance due|The first notice you receive is a letter that explains the balance due and demands payment in full.|be7f6ccdcf9649dab9ad47b830ae34bf
unpaid balance|interest|The unpaid balance is subject to interest that compounds daily.|be7f6ccdcf9649dab9ad47b830ae34bf
penalty|late payment penalty|There is a monthly late payment penalty up to the maximum allowed by law.|be7f6ccdcf9649dab9ad47b830ae34bf
credit card/bank loan|methods of financing|You may want to consider other methods of financing, such as obtaining a cash advance on your credit card or getting a bank loan.|be7f6ccdcf9649dab9ad47b830ae34bf
interest and penalties|internal revenue code|The combination of interest and penalties imposed by the Internal Revenue Code may be higher than the rate and fees charged by your credit card company or bank.|be7f6ccdcf9649dab9ad47b830ae34bf
payment plan|option|One option is a short-term payment plan of up to 180 days|e57ebe4a8ebd41beb020939b8bb77fd2
individual taxpayers|owe|who owe less than $100,000 in combined tax, penalties, and interest|e57ebe4a8ebd41beb020939b8bb77fd2
payment plan|installment agreement|If you cannot pay immediately or within 180 days, you may qualify to pay monthly through an installment agreement|e57ebe4a8ebd41beb020939b8bb77fd2
online payment agreement (opa) application|form 9465, installment agreement request|You can apply for a payment plan using the Online Payment Agreement (OPA) Application or you may complete Form 9465, Installment Agreement Request and mail it in with your bill|e57ebe4a8ebd41beb020939b8bb77fd2
phone number listed on balance due notice|installment agreement|You may also request an installment agreement over the phone by calling the phone number listed on your balance due notice|e57ebe4a8ebd41beb020939b8bb77fd2
user fee|low-income taxpayers|For low-income taxpayers, the user fee is reduced and possibly waived or reimbursed if certain conditions apply|e57ebe4a8ebd41beb020939b8bb77fd2
installment agreement|offer in compromise (oic)|If you can't full pay under an installment agreement, you may apply for an Offer in Compromise (OIC).|305259e7d58b4717b97d4d7452b451a8
taxpayer|irs|An OIC is an agreement between a taxpayer and the IRS...|305259e7d58b4717b97d4d7452b451a8
tax returns|offer in compromise (oic)|...you must have filed all tax returns before an offer can be considered.|305259e7d58b4717b97d4d7452b451a8
tax debt|offer in compromise (oic)|Before an offer can be considered, you must have received a bill for at least one tax debt included on the offer...|305259e7d58b4717b97d4d7452b451a8
estimated tax payments|current year|...and made all required estimated tax payments for the current year.|305259e7d58b4717b97d4d7452b451a8
federal tax deposits|business owner with employees|...you must have made all required federal tax deposits for the current quarter and the two preceding quarters, if you are a business owner with employees...|305259e7d58b4717b97d4d7452b451a8
open bankruptcy proceeding|offer in compromise (oic)|Taxpayers in an open bankruptcy proceeding aren't eligible for an Offer in Compromise.|305259e7d58b4717b97d4d7452b451a8
offer in compromise pre-qualifier tool|eligibility|To confirm eligibility, you may use the Offer in Compromise Pre-Qualifier tool.|305259e7d58b4717b97d4d7452b451a8
topic no. 204|additional information on oics|For additional information on OICs, refer to Topic no. 204.|305259e7d58b4717b97d4d7452b451a8
delay collection|report account as currently not collectible|If you need more time to pay, you may ask that we delay collection and report your account as currently not collectible.|769890a2c0c74430992b680840cb8a75
financial hardship|temporarily delay collection|If the IRS determines that you can't pay any of your tax debt due to a financial hardship, the IRS may temporarily delay collection by reporting your account as currently not collectible until your financial condition improves.|769890a2c0c74430992b680840cb8a75
currently not collectible|debt continues to accrue penalties and interest|Being currently not collectible does not mean the debt goes away. It means the IRS has determined you can't afford to pay the debt at this time.|769890a2c0c74430992b680840cb8a75
collection information statement (form 433-fpdf, form 433-apdf, or form 433-bpdf)|proof of financial status|Prior to approving your request to delay collection, we may ask you to complete a Collection Information Statement (Form 433-FPDF, Form 433-APDF, or Form 433-BPDF) and provide proof of your financial status (this may include information about your assets and your monthly income and expenses).|769890a2c0c74430992b680840cb8a75
temporary delay|review ability to pay|During a temporary delay, we will again review your ability to pay.|769890a2c0c74430992b680840cb8a75
file a notice of federal tax lien|account is suspended|However, we may still file a Notice of Federal Tax Lien (explained below) while your account is suspended.|769890a2c0c74430992b680840cb8a75
armed forces|publication 3, armed forces' tax guide|The publication provides information on tax guidance for armed forces members.|2e61dd67ce5c424dbd5a2a257cdb5dc0
contact us|make arrangements to pay the tax due voluntarily|If you don't contact us, we may take action to collect the taxes. Making arrangements helps avoid this action.|2e61dd67ce5c424dbd5a2a257cdb5dc0
federal tax lien|public record|A federal tax lien is a legal claim to your property that appears in public records.|2e61dd67ce5c424dbd5a2a257cdb5dc0
irs|first notice demanding payment of the tax debt|The IRS sends a first notice demanding payment, and if you fail to pay, a federal tax lien arises automatically.|2e61dd67ce5c424dbd5a2a257cdb5dc0
federal tax lien|tax, penalty, interest, and recording fees|The filing of a Notice of Federal Tax Lien may affect your ability to obtain credit until the IRS releases the lien after these fees are paid in full.|2e61dd67ce5c424dbd5a2a257cdb5dc0
paying tax debt in full|irs releasing a lien within 30 days|Paying your tax debt in full is the best way to get rid of a federal tax lien, and the IRS releases the lien within 30 days after payment.|2e61dd67ce5c424dbd5a2a257cdb5dc0
irs|determining tax debt owed|The IRS may withdraw a Notice of Federal Tax Lien if they determine that you still owe the tax debt, even when you still owe it.|2e61dd67ce5c424dbd5a2a257cdb5dc0
irs|procedures|The IRS Notice of Federal Tax Lien was not filed according to IRS procedures; This indicates that the IRS has a set of rules or guidelines it follows when filing tax liens.|bf44ba33d2854b3591480044a509a4c4
installment agreement|notice of federal tax lien|You entered into an installment agreement to satisfy the liability unless the installment agreement provided for the Notice of Federal Tax Lien; This implies that the two concepts are related in terms of their purpose or function.|bf44ba33d2854b3591480044a509a4c4
notice of federal tax lien|taxes|Withdrawing the Notice of Federal Tax Lien will allow you to pay your taxes more quickly; This suggests that the two concepts are related in terms of their impact or effect on each other.|bf44ba33d2854b3591480044a509a4c4
irs|national taxpayer advocate|Withdrawing the Notice of Federal Tax Lien is in your best interest and in the best interest of the government, with your consent or that of the National Taxpayer Advocate; This implies that the two concepts are related in terms of their purpose or function.|bf44ba33d2854b3591480044a509a4c4
levy|assets|The IRS may levy (seize) assets such as wages, bank accounts, Social Security benefits, and retirement income; This suggests that the two concepts are related in terms of their impact or effect on each other.|bf44ba33d2854b3591480044a509a4c4
property|tax debt|The IRS also may seize your property (including your car, boat, or real estate) and sell the property to satisfy the tax debt; This implies that the two concepts are related in terms of their purpose or function.|bf44ba33d2854b3591480044a509a4c4
federal tax refunds|tax liability|Any future federal tax refunds or state income tax refunds that you're due may be seized and applied to your federal tax liability; This suggests that the two concepts are related in terms of their impact or effect on each other.|bf44ba33d2854b3591480044a509a4c4
irs bill|records|You may call the IRS at 800-829-10 40 (see telephone assistance for hours of operation) to discuss any IRS bill. Please have the bill and your records with you when you call; This implies that the two concepts are related in terms of their importance or relevance.|bf44ba33d2854b3591480044a509a4c4
rights|protections|You have rights and protections throughout the collection process; This suggests that the two concepts are related in terms of their purpose or function.|bf44ba33d2854b3591480044a509a4c4
